Audiobook name,Review Date,Rating,Transaction ID
Audiobook #3,30/12/17,10,9699011
Audiobook #2,30/12/17,10,4947320
Audiobook #3,29/12/17,9,4159520
Audiobook #3,29/12/17,10,5801050
Audiobook #1,29/12/17,9,4247710
Audiobook #4,29/12/17,10,7584820
Audiobook #10,29/12/17,10,4857460
Audiobook #10,29/12/17,8,4038430
Audiobook #1,29/12/17,6,5022011
Audiobook #6,29/12/17,10,1040311
Audiobook #10,29/12/17,7,7856050
Audiobook #2,29/12/17,10,10102611
Audiobook #10,29/12/17,7,5268970
Audiobook #1,29/12/17,10,4293740
Audiobook #10,29/12/17,10,5791540
Audiobook #3,29/12/17,10,4970720
Audiobook #4,29/12/17,10,3810210
Audiobook #1,29/12/17,8,2454040
Audiobook #10,29/12/17,8,5303740
Audiobook #10,29/12/17,10,4654310
Audiobook #3,29/12/17,8,3966070
Audiobook #10,29/12/17,10,7419120
Audiobook #10,29/12/17,10,9319510
Audiobook #10,29/12/17,10,3965660
Audiobook #10,29/12/17,9,1321970
Audiobook #7,29/12/17,10,4120910
Audiobook #10,29/12/17,10,5776940
Audiobook #3,29/12/17,9,6477310
Other,28/12/17,6,1752830
Audiobook #7,28/12/17,10,1411230
Audiobook #4,28/12/17,10,6281510
Audiobook #3,28/12/17,10,7111910
Audiobook #9,28/12/17,10,4125420
Other,28/12/17,9,6154420
Audiobook #3,28/12/17,10,4746520
Audiobook #9,28/12/17,10,9571710
Audiobook #1,28/12/17,9,10900140
Audiobook #10,28/12/17,7,7740820
Audiobook #10,28/12/17,10,7618210
Audiobook #10,28/12/17,10,9751540
Audiobook #3,28/12/17,8,4157430
Audiobook #1,28/12/17,10,4085510
Audiobook #10,28/12/17,10,7997310
Audiobook #5,28/12/17,10,2117560
Audiobook #2,28/12/17,8,1271411
Other,28/12/17,7,4018860
Audiobook #1,28/12/17,10,5030750
Audiobook #3,28/12/17,8,7426610
Audiobook #1,27/12/17,9,4539210
Other,27/12/17,10,4056011
Audiobook #10,27/12/17,10,4875510
Audiobook #9,27/12/17,10,8628210
Other,27/12/17,9,4076611
Audiobook #5,27/12/17,4,4999970
Audiobook #1,27/12/17,10,4200810
Audiobook #5,27/12/17,10,7093930
Audiobook #9,27/12/17,8,4147910
Audiobook #4,27/12/17,6,2278320
Audiobook #1,27/12/17,10,1536910
Audiobook #3,27/12/17,8,7329070
Audiobook #2,27/12/17,10,5215520
Audiobook #1,27/12/17,10,4285190
Audiobook #1,27/12/17,10,5036470
Audiobook #4,27/12/17,7,5482170
Audiobook #1,27/12/17,10,3794830
Audiobook #3,27/12/17,10,6251540
Audiobook #2,27/12/17,10,5575120
Audiobook #1,27/12/17,10,5600840
Audiobook #4,27/12/17,10,4981510
Audiobook #2,27/12/17,10,8883710
Other,27/12/17,10,9226020
Other,27/12/17,9,3801130
Other,27/12/17,10,6143510
Audiobook #3,27/12/17,10,5191460
Audiobook #2,26/12/17,9,10726310
Audiobook #3,26/12/17,10,6741711
Audiobook #2,26/12/17,10,5938620
Audiobook #9,26/12/17,7,3905510
Audiobook #1,26/12/17,9,6549420
Audiobook #8,26/12/17,10,4863020
Audiobook #2,26/12/17,10,4428130
Audiobook #6,26/12/17,10,4573350
Audiobook #3,26/12/17,10,4563130
Audiobook #2,26/12/17,10,7795230
Audiobook #1,26/12/17,10,7600120
Audiobook #5,26/12/17,10,3839360
Other,26/12/17,8,6165310
Audiobook #7,26/12/17,9,9368120
Audiobook #3,26/12/17,8,3799810
Audiobook #4,26/12/17,10,4333220
Audiobook #4,26/12/17,9,4108340
Audiobook #2,26/12/17,8,6137790
Audiobook #2,26/12/17,10,4878520
Audiobook #2,26/12/17,10,4552040
Audiobook #4,25/12/17,10,4939060
Audiobook #7,25/12/17,10,4586820
Audiobook #1,25/12/17,10,5012311
Other,25/12/17,8,7853130
Audiobook #7,25/12/17,10,4927030
Audiobook #2,25/12/17,8,4420920
Audiobook #7,25/12/17,9,3871810
Audiobook #2,25/12/17,10,4605180
Audiobook #6,24/12/17,8,7251270
Audiobook #2,24/12/17,10,9665230
Audiobook #4,24/12/17,10,9431710
Audiobook #1,24/12/17,8,9066220
Audiobook #2,24/12/17,10,7059310
Audiobook #2,24/12/17,10,5299240
Audiobook #3,24/12/17,10,8883810
Audiobook #2,24/12/17,10,3846580
Audiobook #2,24/12/17,8,4587710
Audiobook #2,24/12/17,9,3927020
Audiobook #2,24/12/17,8,7174510
Other,24/12/17,2,3905910
Audiobook #3,24/12/17,10,4200510
Audiobook #1,24/12/17,7,7749940
Audiobook #3,24/12/17,10,7006710
Audiobook #1,24/12/17,10,4259120
Audiobook #6,24/12/17,10,6163440
Audiobook #3,24/12/17,10,4070830
Audiobook #1,24/12/17,10,5021670
Audiobook #1,23/12/17,9,4069030
Audiobook #5,23/12/17,9,5197460
Other,23/12/17,10,4496790
Audiobook #6,23/12/17,10,5145060
Audiobook #7,23/12/17,10,3821270
Audiobook #5,23/12/17,8,1579270
Audiobook #1,23/12/17,10,4726330
Audiobook #1,23/12/17,10,6627230
Other,23/12/17,10,10031840
Audiobook #1,23/12/17,10,5170460
Other,23/12/17,7,5343020
Other,22/12/17,9,5616020
Audiobook #6,22/12/17,9,3800310
Audiobook #7,22/12/17,7,4938270
Audiobook #2,22/12/17,9,4789420
Audiobook #3,22/12/17,9,5848010
Audiobook #1,22/12/17,10,3912480
Audiobook #3,22/12/17,10,4156980
Audiobook #1,22/12/17,10,7368650
Other,22/12/17,10,5066630
Audiobook #2,22/12/17,10,4926930
Audiobook #9,22/12/17,7,4835820
Audiobook #7,22/12/17,10,4652920
Audiobook #7,22/12/17,10,5004470
Audiobook #3,22/12/17,8,5418590
Audiobook #4,22/12/17,10,4130660
Audiobook #4,22/12/17,10,4388530
Audiobook #1,22/12/17,10,4808680
Audiobook #4,21/12/17,10,4934020
Audiobook #1,21/12/17,10,4079350
Audiobook #1,21/12/17,9,5009810
Audiobook #2,21/12/17,10,4373260
Audiobook #3,21/12/17,10,1154050
Audiobook #4,21/12/17,10,4649140
Other,21/12/17,10,3806220
Audiobook #6,21/12/17,10,4376030
Audiobook #3,21/12/17,10,4270220
Other,21/12/17,9,7157010
Audiobook #2,21/12/17,9,6382530
Audiobook #1,21/12/17,10,7003111
Audiobook #2,21/12/17,9,4690350
Audiobook #2,21/12/17,10,2438510
Audiobook #3,21/12/17,10,4018230
Audiobook #3,21/12/17,5,6209170
Audiobook #5,21/12/17,6,4395010
Audiobook #3,21/12/17,8,5029030
Audiobook #3,21/12/17,10,4157280
Audiobook #2,21/12/17,10,1634080
Audiobook #6,20/12/17,7,6225170
Audiobook #1,20/12/17,10,10838710
Audiobook #2,20/12/17,8,4414320
Audiobook #2,20/12/17,10,5238710
Audiobook #1,20/12/17,10,4082840
Audiobook #2,20/12/17,10,5708830
Audiobook #4,20/12/17,10,5085540
Audiobook #2,20/12/17,9,3791780
Audiobook #4,20/12/17,9,5259070
Audiobook #7,20/12/17,10,4742460
Audiobook #2,20/12/17,7,4744120
Audiobook #2,20/12/17,10,4330390
Audiobook #3,20/12/17,8,4415490
Audiobook #9,20/12/17,10,1275040
Audiobook #3,20/12/17,10,5954111
Audiobook #2,20/12/17,9,11824320
Audiobook #4,20/12/17,9,4173640
Audiobook #1,20/12/17,8,1054260
Audiobook #8,20/12/17,8,5761040
Audiobook #4,20/12/17,10,4636010
Audiobook #4,19/12/17,9,1276760
Audiobook #4,19/12/17,7,4788080
Audiobook #2,19/12/17,10,6396990
Other,19/12/17,10,4543530
Audiobook #4,19/12/17,10,5011520
Audiobook #1,19/12/17,9,4753180
Audiobook #8,19/12/17,9,4600770
Audiobook #1,19/12/17,8,9447710
Audiobook #2,19/12/17,10,4244510
Audiobook #1,19/12/17,10,4604310
Audiobook #1,19/12/17,9,4281110
Audiobook #1,19/12/17,10,4569070
Other,19/12/17,8,6098670
Audiobook #1,19/12/17,10,4374860
Audiobook #2,19/12/17,8,8787610
Audiobook #4,19/12/17,8,3881910
Audiobook #3,19/12/17,10,4465240
Audiobook #4,19/12/17,10,6652930
Audiobook #7,19/12/17,10,6987610
Audiobook #3,19/12/17,8,5602610
Other,19/12/17,8,4034720
Audiobook #9,19/12/17,6,4903930
Audiobook #3,19/12/17,7,4577430
Audiobook #7,19/12/17,10,6271711
Audiobook #6,19/12/17,9,4305570
Audiobook #3,18/12/17,9,4531210
Audiobook #3,18/12/17,9,9875510
Other,18/12/17,9,5330910
Audiobook #1,18/12/17,7,4012660
Audiobook #1,18/12/17,10,3816210
Audiobook #2,18/12/17,7,4582520
Audiobook #1,18/12/17,10,7586610
Audiobook #7,18/12/17,10,4696430
Audiobook #9,18/12/17,9,5211860
Audiobook #1,18/12/17,9,9889840
Other,18/12/17,10,6143270
Audiobook #6,18/12/17,8,4017911
Audiobook #5,18/12/17,10,4539370
Audiobook #3,18/12/17,10,7946530
Audiobook #3,18/12/17,10,4434730
Audiobook #1,18/12/17,7,1226690
Audiobook #1,17/12/17,10,4953720
Audiobook #7,17/12/17,10,5827340
Audiobook #9,17/12/17,10,6863520
Audiobook #6,17/12/17,10,4228120
Audiobook #2,17/12/17,10,1616230
Audiobook #3,17/12/17,10,5202240
Audiobook #2,17/12/17,8,4439830
Audiobook #5,17/12/17,10,2384540
Audiobook #3,17/12/17,3,8165720
Audiobook #6,17/12/17,8,5142820
Audiobook #1,17/12/17,10,4831610
Other,17/12/17,10,9515920
Audiobook #9,17/12/17,8,5302510
Audiobook #7,17/12/17,10,4535120
Audiobook #2,17/12/17,5,5680620
Other,17/12/17,9,3936420
Audiobook #2,17/12/17,8,5520310
Audiobook #3,16/12/17,10,3957170
Audiobook #1,16/12/17,7,2483910
Audiobook #5,16/12/17,8,5160760
Audiobook #1,16/12/17,9,4060350
Audiobook #2,16/12/17,3,6228011
Audiobook #3,16/12/17,10,5694030
Audiobook #6,15/12/17,10,6505020
Audiobook #1,15/12/17,10,4125570
Other,15/12/17,8,10125911
Audiobook #9,15/12/17,5,5139640
Audiobook #8,15/12/17,10,5203660
Audiobook #8,15/12/17,9,10294811
Audiobook #7,15/12/17,10,4441020
Audiobook #1,15/12/17,10,8209410
Audiobook #2,15/12/17,10,5348420
Audiobook #4,15/12/17,6,9149310
Audiobook #1,15/12/17,9,4450310
Audiobook #2,15/12/17,10,12005540
Audiobook #7,15/12/17,10,4685260
Audiobook #2,15/12/17,8,3925760
Audiobook #4,15/12/17,10,4618910
Audiobook #5,15/12/17,9,4053530
Audiobook #7,15/12/17,10,6754940
Audiobook #6,15/12/17,9,4213510
Audiobook #9,14/12/17,10,5495720
Audiobook #9,14/12/17,8,2349710
Audiobook #9,14/12/17,5,5784620
Audiobook #2,14/12/17,6,8338640
Other,14/12/17,8,4059230
Other,14/12/17,10,4182530
Audiobook #3,14/12/17,8,4423710
Audiobook #4,14/12/17,8,4864140
Audiobook #4,14/12/17,9,5734150
Other,14/12/17,9,10207420
Audiobook #1,14/12/17,6,2382820
Audiobook #2,14/12/17,8,5487570
Other,14/12/17,8,4174610
Audiobook #2,14/12/17,7,7465810
Audiobook #3,14/12/17,9,7348270
Audiobook #2,14/12/17,10,4401610
Audiobook #3,14/12/17,9,8461120
Audiobook #7,14/12/17,10,1479440
Audiobook #3,14/12/17,8,4275350
Audiobook #1,14/12/17,10,8526930
Audiobook #1,13/12/17,10,4581240
Audiobook #1,13/12/17,9,4137310
Audiobook #1,13/12/17,10,11549040
Audiobook #7,13/12/17,10,5770811
Audiobook #6,13/12/17,9,5974120
Audiobook #6,13/12/17,10,4279110
Audiobook #6,13/12/17,8,4521130
Audiobook #1,13/12/17,8,4897810
Audiobook #2,13/12/17,8,10442610
Audiobook #3,13/12/17,9,8977210
Audiobook #1,13/12/17,10,4510610
Audiobook #1,13/12/17,10,4033210
Other,13/12/17,10,3939030
Audiobook #3,13/12/17,8,4730880
Audiobook #3,13/12/17,10,4331110
Audiobook #2,13/12/17,10,5286370
Audiobook #2,12/12/17,7,3812030
Audiobook #1,12/12/17,7,4833470
Audiobook #1,12/12/17,10,4488430
Other,12/12/17,10,7930150
Audiobook #6,12/12/17,10,5043610
Audiobook #1,12/12/17,8,5479510
Audiobook #2,12/12/17,8,4163810
Audiobook #1,12/12/17,9,1631050
Audiobook #3,12/12/17,9,1342180
Audiobook #2,12/12/17,10,5551210
Audiobook #4,12/12/17,8,6735720
Audiobook #3,12/12/17,9,3920020
Audiobook #7,12/12/17,7,4419410
Other,12/12/17,9,4695480
Audiobook #7,12/12/17,8,4959090
Audiobook #3,12/12/17,10,6282310
Audiobook #3,12/12/17,10,4371060
Audiobook #2,12/12/17,10,4646411
Audiobook #6,12/12/17,10,4681470
Audiobook #2,12/12/17,10,5003360
Audiobook #4,12/12/17,10,4687010
Audiobook #1,12/12/17,10,8979911
Audiobook #2,12/12/17,10,3928860
Audiobook #1,12/12/17,5,10496340
Other,12/12/17,8,4409830
Audiobook #4,12/12/17,10,1204320
Audiobook #1,12/12/17,10,6292520
Audiobook #2,12/12/17,7,7052230
Audiobook #2,12/12/17,10,5441610
Audiobook #7,11/12/17,9,5566470
Audiobook #6,11/12/17,7,4626470
Audiobook #2,11/12/17,9,4416910
Audiobook #1,11/12/17,10,8417310
Audiobook #2,11/12/17,10,10851620
Audiobook #2,11/12/17,9,4156611
Audiobook #1,11/12/17,10,3947610
Audiobook #2,11/12/17,10,3795010
Audiobook #1,11/12/17,6,2308840
Audiobook #7,11/12/17,8,10101520
Audiobook #1,11/12/17,10,4433740
Audiobook #6,11/12/17,10,7278940
Audiobook #5,11/12/17,9,3865140
Other,11/12/17,7,5946340
Audiobook #2,11/12/17,10,4463920
Audiobook #1,11/12/17,8,3974010
Audiobook #3,11/12/17,8,4784810
Audiobook #2,11/12/17,9,9816211
Audiobook #4,11/12/17,9,7796511
Audiobook #7,11/12/17,10,5203320
Other,11/12/17,7,5997320
Audiobook #1,11/12/17,10,5319310
Audiobook #4,11/12/17,10,4158230
Audiobook #6,11/12/17,9,4404950
Audiobook #2,11/12/17,10,3865730
Audiobook #2,11/12/17,9,5412420
Audiobook #1,11/12/17,10,4036630
Audiobook #2,11/12/17,10,4031610
Audiobook #1,10/12/17,8,4018410
Audiobook #4,10/12/17,10,4063310
Audiobook #1,10/12/17,10,4936210
Audiobook #6,10/12/17,10,5244830
Audiobook #5,10/12/17,9,4683870
Other,10/12/17,8,6154520
Audiobook #3,10/12/17,9,4722811
Audiobook #4,10/12/17,10,6432330
Audiobook #1,10/12/17,10,8963540
Audiobook #1,10/12/17,10,4255310
Audiobook #9,10/12/17,10,5034330
Audiobook #2,10/12/17,9,4284510
Audiobook #9,10/12/17,7,4035320
Audiobook #4,10/12/17,3,3863010
Audiobook #3,10/12/17,9,5059950
Audiobook #3,10/12/17,10,1758820
Audiobook #1,10/12/17,9,5098230
Audiobook #3,10/12/17,8,3957020
Audiobook #5,10/12/17,8,11974840
Audiobook #2,10/12/17,10,5386420
Audiobook #3,10/12/17,10,7303940
Audiobook #7,10/12/17,10,4170230
Audiobook #1,10/12/17,6,4122060
Audiobook #6,10/12/17,10,4161760
Other,10/12/17,9,5731310
Other,9/12/17,10,11433640
Audiobook #1,9/12/17,10,5398170
Audiobook #9,9/12/17,6,4734711
Audiobook #3,9/12/17,10,4066390
Audiobook #5,9/12/17,10,6115011
Audiobook #3,9/12/17,10,3859740
Audiobook #4,9/12/17,9,6213850
Audiobook #1,9/12/17,6,3926250
Audiobook #4,9/12/17,10,8716930
Audiobook #1,9/12/17,8,3994350
Audiobook #2,9/12/17,10,2327070
Audiobook #1,9/12/17,10,5094030
Audiobook #3,9/12/17,10,4007830
Audiobook #1,9/12/17,7,6429420
Other,9/12/17,6,3922810
Audiobook #1,9/12/17,10,3902250
Audiobook #1,8/12/17,10,8496610
Audiobook #1,8/12/17,8,4012260
Audiobook #3,8/12/17,8,10741910
Audiobook #8,8/12/17,10,7112211
Audiobook #1,8/12/17,10,9604320
Audiobook #7,8/12/17,10,4168110
Audiobook #3,8/12/17,10,4587560
Audiobook #7,8/12/17,10,3862470
Audiobook #3,8/12/17,10,5205710
Audiobook #5,8/12/17,10,4285210
Audiobook #1,8/12/17,10,12048210
Audiobook #1,8/12/17,10,2452130
Audiobook #1,8/12/17,5,4584140
Audiobook #6,8/12/17,6,5431970
Audiobook #2,8/12/17,10,4081110
Audiobook #7,8/12/17,8,4503040
Audiobook #1,8/12/17,8,5558950
Audiobook #2,8/12/17,9,3834740
Audiobook #2,8/12/17,10,4225110
Audiobook #1,8/12/17,8,3793511
Audiobook #8,8/12/17,10,7975710
Audiobook #9,8/12/17,10,2289430
Other,8/12/17,9,6031030
Audiobook #6,8/12/17,6,5021510
Audiobook #4,8/12/17,8,4226920
Other,8/12/17,9,4166820
Audiobook #7,8/12/17,8,4070720
Audiobook #6,8/12/17,10,4777080
Audiobook #1,8/12/17,10,3905640
Audiobook #1,7/12/17,10,7100970
Other,7/12/17,8,5666710
Audiobook #6,7/12/17,10,5564310
Audiobook #4,7/12/17,10,3893810
Audiobook #3,7/12/17,9,1736310
Audiobook #2,7/12/17,10,6338840
Audiobook #2,7/12/17,9,3805020
Audiobook #2,7/12/17,10,6041740
Audiobook #3,7/12/17,8,5039630
Audiobook #2,7/12/17,10,4252780
Audiobook #1,7/12/17,8,4267730
Audiobook #1,7/12/17,8,4610160
Audiobook #7,7/12/17,10,4433160
Audiobook #7,7/12/17,10,9992020
Audiobook #1,7/12/17,10,6985320
Audiobook #1,7/12/17,10,4950450
Audiobook #3,7/12/17,10,5828740
Other,7/12/17,8,4488870
Audiobook #5,7/12/17,10,1911240
Audiobook #1,7/12/17,10,1204970
Audiobook #5,7/12/17,6,4177070
Audiobook #2,7/12/17,8,9295710
Audiobook #2,7/12/17,10,4259360
Audiobook #1,7/12/17,8,1265611
Audiobook #4,6/12/17,7,6136820
Audiobook #4,6/12/17,8,4096320
Audiobook #2,6/12/17,10,7935940
Audiobook #1,6/12/17,10,4291020
Audiobook #1,6/12/17,8,8549520
Audiobook #1,6/12/17,10,4645130
Audiobook #2,6/12/17,7,7894150
Audiobook #2,6/12/17,9,4316460
Audiobook #2,6/12/17,10,4060640
Audiobook #1,6/12/17,10,4638610
Audiobook #3,6/12/17,10,3830950
Audiobook #1,6/12/17,10,4066140
Audiobook #5,6/12/17,10,5671730
Audiobook #3,6/12/17,7,3953770
Other,6/12/17,9,9831810
Audiobook #3,6/12/17,7,4006410
Audiobook #1,6/12/17,10,5843420
Audiobook #1,6/12/17,8,2151070
Audiobook #1,6/12/17,9,3946210
Audiobook #1,6/12/17,7,6863040
Audiobook #6,6/12/17,8,4092120
Audiobook #7,6/12/17,8,8702010
Other,6/12/17,10,4593260
Audiobook #9,5/12/17,9,5780311
Audiobook #2,5/12/17,9,5042940
Audiobook #1,5/12/17,10,2217510
Audiobook #1,5/12/17,10,4121760
Audiobook #4,5/12/17,9,4436510
Audiobook #2,5/12/17,10,3820710
Audiobook #1,5/12/17,10,5910940
Audiobook #1,5/12/17,10,4096910
Audiobook #1,5/12/17,8,4645410
Audiobook #5,5/12/17,10,4410010
Audiobook #1,5/12/17,9,7603640
Audiobook #3,5/12/17,10,4666810
Audiobook #2,5/12/17,9,3899011
Other,5/12/17,9,4459120
Audiobook #2,5/12/17,9,4742370
Audiobook #2,5/12/17,9,4592440
Audiobook #3,5/12/17,10,11343620
Audiobook #6,5/12/17,10,3989210
Audiobook #6,5/12/17,7,5224710
Audiobook #1,5/12/17,10,7535910
Audiobook #4,5/12/17,8,5416340
Audiobook #1,5/12/17,4,4480510
Other,5/12/17,8,4680820
Audiobook #9,5/12/17,8,3918440
Other,5/12/17,10,3915910
Audiobook #2,5/12/17,10,5243420
Audiobook #5,5/12/17,10,4434510
Audiobook #5,5/12/17,10,4429470
Audiobook #3,5/12/17,9,6855070
Audiobook #5,5/12/17,10,5557350
Audiobook #3,5/12/17,9,5504630
Audiobook #3,4/12/17,10,7166210
Audiobook #3,4/12/17,8,4347880
Audiobook #2,4/12/17,7,4527210
Audiobook #1,4/12/17,8,7278690
Audiobook #5,4/12/17,6,3810911
Audiobook #1,4/12/17,10,11166310
Audiobook #1,4/12/17,10,4374510
Other,4/12/17,10,7065020
Audiobook #1,4/12/17,10,5072960
Other,4/12/17,8,4395410
Audiobook #9,4/12/17,8,5229160
Audiobook #1,4/12/17,10,4588420
Audiobook #3,4/12/17,10,2163070
Audiobook #7,4/12/17,10,4672850
Audiobook #1,4/12/17,8,4454220
Audiobook #1,4/12/17,10,3997140
Audiobook #5,4/12/17,10,9578130
Audiobook #1,4/12/17,2,4231710
Audiobook #1,4/12/17,5,3976130
Audiobook #7,4/12/17,7,4025411
Audiobook #3,4/12/17,10,5925710
Audiobook #4,4/12/17,10,4235560
Other,4/12/17,7,5474810
Audiobook #4,4/12/17,7,4590110
Audiobook #1,4/12/17,10,4182770
Other,4/12/17,9,4596830
Audiobook #2,4/12/17,10,4823440
Other,3/12/17,8,3934430
Audiobook #3,3/12/17,10,4751430
Audiobook #1,3/12/17,8,6867730
Audiobook #2,3/12/17,10,3972540
Audiobook #2,3/12/17,10,5768411
Audiobook #2,3/12/17,10,4168050
Audiobook #4,3/12/17,10,4871090
Audiobook #1,3/12/17,9,3957960
Audiobook #7,3/12/17,10,1628820
Audiobook #1,3/12/17,10,4205560
Audiobook #1,3/12/17,8,3924460
Audiobook #1,3/12/17,9,4995120
Audiobook #3,3/12/17,8,4072420
Audiobook #2,3/12/17,8,1325870
Audiobook #2,3/12/17,8,4020910
Audiobook #2,3/12/17,10,3911710
Audiobook #4,3/12/17,10,4131470
Audiobook #1,3/12/17,9,4206580
Other,2/12/17,9,2324210
Audiobook #4,2/12/17,10,3803080
Audiobook #8,2/12/17,8,5384920
Audiobook #3,2/12/17,10,11885240
Audiobook #3,2/12/17,10,4813550
Audiobook #6,2/12/17,10,4287210
Audiobook #6,2/12/17,10,4069910
Audiobook #2,2/12/17,10,4347310
Audiobook #1,2/12/17,10,3932710
Audiobook #5,2/12/17,10,3947210
Audiobook #4,2/12/17,10,3915020
Audiobook #7,2/12/17,9,3843970
Audiobook #6,2/12/17,8,4418910
Audiobook #6,2/12/17,8,4451310
Other,2/12/17,10,4119960
Audiobook #4,2/12/17,10,4697510
Audiobook #6,2/12/17,7,7934820
Audiobook #1,2/12/17,8,5974470
Audiobook #2,2/12/17,10,3999840
Audiobook #2,2/12/17,6,3988570
Audiobook #1,2/12/17,10,4417540
Audiobook #2,1/12/17,8,4053920
Audiobook #6,1/12/17,10,3902640
Audiobook #1,1/12/17,9,4466020
Other,1/12/17,10,4973120
Audiobook #6,1/12/17,10,4768320
Audiobook #4,1/12/17,10,4371430
Audiobook #1,1/12/17,10,5069030
Audiobook #3,1/12/17,8,4564350
Audiobook #4,1/12/17,6,3974210
Audiobook #3,1/12/17,10,3878310
Audiobook #7,1/12/17,10,1866350
Audiobook #1,1/12/17,10,4130710
Audiobook #1,1/12/17,10,3948240
Audiobook #2,1/12/17,10,4065810
Audiobook #3,1/12/17,10,4673110
Audiobook #6,1/12/17,6,4985710
Audiobook #1,1/12/17,10,4086370
Other,1/12/17,10,1374110
Audiobook #3,1/12/17,10,3909110
Audiobook #2,1/12/17,8,5459710
Audiobook #1,1/12/17,10,4155920
Audiobook #6,1/12/17,10,5493370
Other,1/12/17,9,3797160
Audiobook #1,1/12/17,10,2422020
Audiobook #2,1/12/17,10,3915811
Audiobook #6,1/12/17,9,4935810
Audiobook #1,1/12/17,9,3919120
Audiobook #1,1/12/17,8,3924840
Audiobook #4,1/12/17,10,3845311
Audiobook #4,1/12/17,9,5146720
Audiobook #1,1/12/17,9,3915510
Audiobook #1,1/12/17,10,10703140
Audiobook #1,1/12/17,2,6247820
Audiobook #4,1/12/17,10,4243210
Audiobook #1,1/12/17,9,3962810
Audiobook #3,1/12/17,9,4448210
Other,1/12/17,7,3848710
Audiobook #2,30/11/17,10,4415060
Audiobook #7,30/11/17,10,6435010
Audiobook #4,30/11/17,7,4410110
Audiobook #2,30/11/17,8,3849120
Audiobook #1,30/11/17,7,8822890
Audiobook #1,30/11/17,10,4398630
Audiobook #3,30/11/17,10,4416520
Audiobook #1,30/11/17,10,4779480
Audiobook #1,30/11/17,10,4066540
Audiobook #1,30/11/17,10,5297110
Audiobook #2,30/11/17,5,4235320
Audiobook #4,30/11/17,10,5706420
Audiobook #2,30/11/17,10,3806470
Audiobook #1,30/11/17,10,3882760
Audiobook #2,30/11/17,8,3865510
Audiobook #7,30/11/17,8,4245040
Audiobook #4,30/11/17,10,4844880
Audiobook #5,30/11/17,10,4402930
Audiobook #4,30/11/17,8,3897170
Audiobook #1,30/11/17,9,5635750
Audiobook #8,30/11/17,10,5681040
Audiobook #1,30/11/17,7,4347070
Audiobook #9,30/11/17,10,3999310
Audiobook #2,30/11/17,10,3974630
Audiobook #4,30/11/17,7,3881040
Audiobook #1,30/11/17,8,6539870
Other,30/11/17,10,4464610
Audiobook #6,29/11/17,9,4988260
Audiobook #1,29/11/17,9,4002740
Audiobook #6,29/11/17,7,5493430
Audiobook #2,29/11/17,10,4446711
Audiobook #2,29/11/17,10,3922320
Audiobook #1,29/11/17,10,4164840
Audiobook #5,29/11/17,10,3976310
Audiobook #2,29/11/17,6,4159920
Audiobook #2,29/11/17,10,4472330
Audiobook #2,29/11/17,10,4274620
Audiobook #2,29/11/17,8,3904560
Audiobook #4,29/11/17,10,6777020
Audiobook #4,29/11/17,10,3914111
Other,29/11/17,10,1023260
Audiobook #1,29/11/17,6,3964890
Audiobook #6,29/11/17,10,4058170
Audiobook #4,29/11/17,10,4682610
Other,29/11/17,8,4266410
Audiobook #1,29/11/17,10,4280510
Audiobook #7,29/11/17,7,4633160
Audiobook #3,29/11/17,8,4433460
Audiobook #4,29/11/17,10,3950520
Audiobook #3,29/11/17,8,4626160
Audiobook #2,29/11/17,10,3952020
Audiobook #4,29/11/17,10,4177570
Audiobook #1,29/11/17,10,4183920
Audiobook #3,29/11/17,10,4041930
Audiobook #4,29/11/17,8,4100610
Audiobook #1,29/11/17,8,5173910
Audiobook #4,29/11/17,10,3970720
Audiobook #5,29/11/17,8,5965030
Audiobook #9,29/11/17,10,4547111
Audiobook #6,29/11/17,8,4351460
Audiobook #6,29/11/17,10,4418520
Audiobook #6,29/11/17,10,8231790
Audiobook #8,29/11/17,10,4211310
Audiobook #2,29/11/17,10,4839470
Audiobook #2,29/11/17,1,7849740
Audiobook #3,29/11/17,10,6099110
Audiobook #1,29/11/17,10,3979820
Audiobook #1,29/11/17,3,4525610
Audiobook #7,29/11/17,9,7988810
Audiobook #7,29/11/17,10,4015720
Other,28/11/17,1,4558390
Audiobook #8,28/11/17,8,4242190
Audiobook #1,28/11/17,10,5314450
Audiobook #4,28/11/17,10,4402160
Audiobook #4,28/11/17,8,7357970
Audiobook #5,28/11/17,9,4023240
Audiobook #1,28/11/17,8,4023820
Audiobook #2,28/11/17,6,5160150
Audiobook #2,28/11/17,8,4054320
Audiobook #1,28/11/17,10,5107170
Audiobook #1,28/11/17,5,6537610
Audiobook #2,28/11/17,10,4033620
Audiobook #7,28/11/17,9,5379610
Audiobook #1,28/11/17,10,5249650
Audiobook #1,28/11/17,9,4057550
Audiobook #6,28/11/17,9,4136620
Audiobook #1,28/11/17,10,4137110
Audiobook #1,28/11/17,8,6677020
Audiobook #7,28/11/17,7,4044610
Audiobook #4,28/11/17,8,4523111
Audiobook #7,28/11/17,10,4132670
Audiobook #1,28/11/17,8,4054720
Audiobook #2,28/11/17,10,4288770
Audiobook #4,28/11/17,10,4108820
Audiobook #2,28/11/17,7,5338610
Audiobook #2,28/11/17,10,4097540
Audiobook #2,28/11/17,7,5047511
Audiobook #3,28/11/17,10,4062340
Audiobook #3,28/11/17,8,4067610
